product_id,category_id,rank
960,188,1840
960,193,203
960,200,1158
960,201,1011
961,50,447
961,175,585
961,180,299
961,188,445
961,198,537
962,50,205
962,176,787
962,180,300
962,188,446
962,198,538
963,50,206
963,176,715
963,185,298
963,188,447
963,200,1157
963,201,1012
964,50,207
964,185,299
964,188,448
964,193,181
964,200,278
964,201,801
965,50,208
965,185,300
965,188,449
965,193,202
965,200,1156
966,50,209
966,185,301
966,188,450
966,196,183
966,200,1155
966,201,1013
967,50,210
967,185,302
967,188,451
967,195,148
967,200,1154
968,50,211
968,175,584
968,185,303
968,188,1839
968,199,811
968,201,1014
969,50,212
969,176,716
969,185,304
969,188,1838
969,200,1153
969,201,1015
970,50,213
970,176,717
970,185,305
970,189,70
970,200,1152
970,201,1016
971,49,13
971,175,583
971,180,301
971,188,452
971,200,1151
972,49,14
972,176,786
972,180,302
972,188,453
972,200,1150
973,49,15
973,180,303
973,188,454
973,192,194
973,200,1149
974,49,16
974,176,785
974,180,304
974,188,455
974,198,539
974,200,1148
975,49,17
975,180,305
975,188,456
975,192,193
975,200,1147
976,49,18
976,176,784
976,180,306
976,188,457
976,200,1146
977,49,19
977,180,307
977,188,458
977,193,182
977,200,1145
978,49,20
978,180,308
978,188,459
978,193,201
978,200,1144
979,49,21
979,176,783
979,180,309
979,188,460
979,200,1143
980,49,22
980,176,782
980,180,310
980,188,461
980,198,540
980,200,1142
981,51,18
981,180,311
981,188,462
981,196,182
981,200,1141
981,201,1017
982,51,19
982,175,582
982,180,312
982,188,463
982,200,1140
982,201,1018
983,51,20
983,175,581
983,180,313
983,188,464
983,200,1139
983,201,1019
984,51,106
984,175,580
984,180,314
984,188,1837
984,200,1138
984,201,1020
985,51,22
985,185,306
985,188,465
985,196,156
985,200,1137
986,51,23
986,180,315
986,188,466
986,192,175
986,200,1136
986,201,1021
987,51,24
987,185,307
987,188,467
987,192,176
987,200,1135
987,201,1022
988,51,25
988,175,579
988,180,316
988,188,468
988,200,1134
988,201,1023
989,51,104
989,176,781
989,185,308
989,188,469
989,200,1133
989,201,1024
990,51,27
990,185,309
990,188,470
990,195,174
990,200,1132
990,201,1025
991,51,28
991,180,317
991,188,471
991,196,157
991,200,1131
992,51,29
992,185,310
992,188,472
992,193,183
992,199,812
992,201,1026
993,51,99
993,176,780
993,185,311
993,188,473
993,200,1130
993,201,1205
994,51,114
994,185,312
994,188,474
994,193,184
994,199,813
994,201,1027
995,51,32
995,185,313
995,188,475
995,193,200
995,200,1129
995,201,1204
996,51,33
996,175,578
996,185,314
996,188,1836
996,200,1128
996,201,1028
997,51,34
997,176,779
997,185,315
997,188,476
997,199,814
997,201,1029
998,51,112
998,175,577
998,185,316
998,188,477
998,200,1127
998,201,1030
999,51,36
999,185,317
999,188,478
999,195,173
999,200,1126
1000,51,37
1000,176,718
1000,185,318
1000,188,479
1000,200,1125
1000,201,1031
1001,51,38
1001,185,319
1001,188,480
1001,196,158
1001,200,315
1001,201,1032
1002,34,7
1002,176,778
1002,187,45
1002,188,1788
1002,189,421
1002,191,30
1002,199,884
1002,201,1203
1003,34,8
1003,176,777
1003,187,46
1003,188,1789
1003,189,422
1003,191,31
1003,199,883
1003,201,1202
1004,34,9
1004,187,47
1004,188,1790
1004,189,423
1004,191,32
1004,192,177
1004,199,882
1004,201,1201
1005,34,10
1005,187,48
1005,188,1791
1005,189,424
1005,191,33
1005,194,557
1005,199,881
1005,201,1200
1006,34,11
1006,187,49
1006,188,1792
1006,189,425
1006,191,34
1006,194,558
1006,199,880
1006,201,1199
1007,34,12
1007,186,108
1007,187,50
1007,188,1793
1007,189,426
1007,192,178
1007,199,879
1007,201,1198
1008,34,13
1008,175,576
1008,186,109
1008,187,51
1008,188,1794
1008,189,427
1008,199,878
1008,201,1197
1009,34,14
1009,176,776
1009,186,110
1009,187,52
1009,188,1795
1009,189,428
1009,199,877
1009,201,1196
1010,34,15
1010,186,111
1010,187,53
1010,188,1796
1010,189,429
1010,192,192
1010,199,876
1010,201,1195
1011,34,16
1011,176,775
1011,186,112
1011,187,54
1011,188,1797
1011,189,430
1011,199,875
1011,201,1194
1012,34,17
1012,176,774
1012,186,113
1012,187,55
1012,188,1798
1012,189,431
1012,199,874
1012,201,1193
1013,34,18
1013,186,114
1013,187,56
1013,188,1799
1013,189,432
1013,192,179
1013,199,873
1013,201,1192
1014,34,19
1014,176,773
1014,186,115
1014,187,57
1014,188,1800
1014,189,433
1014,199,872
1014,201,1191
1015,34,20
1015,176,772
1015,186,116
1015,187,58
1015,188,1801
1015,189,434
1015,199,871
1015,201,1190
1016,34,21
1016,186,117
1016,187,59
1016,188,1802
1016,189,435
1016,192,180
1016,199,870
1016,201,1189
1017,34,22
1017,176,771
1017,186,118
1017,187,60
1017,188,1803
1017,189,436
1017,199,869
1017,201,1188
1018,34,23
1018,176,770
1018,186,119
1018,187,61
1018,188,1804
1018,189,437
1018,199,868
1018,201,1187
1019,34,24
1019,186,120
1019,187,62
1019,188,1805
1019,189,438
1019,192,181
1019,199,867
1019,201,1186
1020,34,25
1020,175,575
1020,186,121
1020,187,63
1020,188,1806
1020,189,439
1020,199,866
1020,201,1185
1021,34,26
1021,186,122
1021,187,64
1021,188,1807
1021,189,440
1021,192,182
1021,199,865
1021,201,1184
1022,34,27
1022,176,769
1022,186,123
1022,187,65
1022,188,1808
1022,189,441
1022,199,864
1022,201,1183
1023,34,28
1023,176,768
1023,186,124
1023,187,66
1023,188,1809
1023,189,442
1023,199,863
1023,201,1182
1024,34,29
1024,176,767
1024,186,125
1024,187,67
1024,188,1810
1024,189,443
1024,199,862
1024,201,1181
1025,32,1
1025,34,2
1025,174,3
1025,176,4
1025,178,5
1025,181,7
1025,186,6
1025,187,8
1025,188,9
1025,189,10
1025,197,11
1025,199,12
1025,201,13
1026,34,31
1026,176,765
1026,186,127
1026,187,69
1026,188,1812
1026,189,445
1026,199,860
1026,201,1179
1027,34,32
1027,175,529
1027,186,128
1027,187,70
1027,188,1813
1027,189,446
1027,199,859
1027,201,1178
1028,34,33
1028,176,764
1028,186,129
1028,187,71
1028,188,1814
1028,189,447
1028,199,858
1028,201,1177
1029,34,34
1029,176,763
1029,186,130
1029,187,72
1029,188,1815
1029,189,448
1029,199,857
1029,201,1176
1030,34,35
1030,176,762
1030,186,131
1030,187,73
1030,188,1816
1030,189,449
1030,199,856
1030,201,1175
1031,34,36
1031,176,761
1031,187,74
1031,188,1817
1031,189,450
1031,191,35
1031,199,855
1031,201,1174
1032,48,56
1032,176,760
1032,180,318
1032,188,481
1032,198,541
1032,200,1124
1033,48,57
1033,180,319
1033,188,482
1033,192,183
1033,200,1123
1033,201,1033
1034,48,58
1034,180,320
1034,188,483
1034,193,199
1034,200,1122
1034,201,1034
1035,48,59
1035,176,759
1035,180,321
1035,188,484
1035,200,1121
1036,48,60
1036,177,290
1036,180,322
1036,188,485
1036,200,1120
1036,201,1035
1037,48,61
1037,177,289
1037,180,323
1037,188,486
1037,198,542
1037,200,1119
1038,48,62
1038,175,574
1038,180,324
1038,188,487
1038,200,1118
1039,52,33
1039,185,320
1039,188,488
1039,194,628
1039,199,815
1039,201,1173
1040,52,34
1040,186,132
1040,188,489
1040,194,627
1040,199,816
1040,201,1172
1041,52,35
1041,185,321
1041,188,1835
1041,194,626
1041,200,1008
1041,201,1171
1042,52,36
1042,185,322
1042,188,490
1042,194,625
1042,200,1009
1042,201,1170
1043,52,37
1043,185,323
1043,188,491
1043,194,624
1043,201,1169
1044,52,38
1044,185,324
1044,188,492
1044,194,623
1044,200,1010
1044,201,1168
1045,52,39
1045,185,325
1045,188,493
1045,194,622
1045,201,1167
1046,52,40
1046,185,326
1046,187,9
1046,194,621
1046,200,1011
1046,201,1166
1047,52,149
1047,185,327
1047,188,494
1047,194,620
1047,199,817
1047,201,1165
1048,31,12
1048,32,1
1048,52,2
1048,174,7
1048,178,3
1048,181,5
1048,185,4
1048,188,6
1048,194,8
1048,197,9
1048,199,10
1048,201,11
1049,52,43
1049,185,329
1049,188,496
1049,194,618
1049,201,1163
1050,52,44
1050,185,330
1050,188,497
1050,194,617
1050,201,1162
1051,52,45
1051,185,331
1051,187,10
1051,194,616
1051,201,1161
1052,52,46
1052,185,332
1052,188,498
1052,194,615
1052,201,1160
1053,52,47
1053,185,333
1053,188,499
1053,194,614
1053,201,1159
1054,52,152
1054,185,334
1054,188,1834
1054,194,613
1054,199,819
1054,201,1158
1055,52,49
1055,185,335
1055,188,500
1055,194,612
1055,201,1157
1056,52,50
1056,185,336
1056,187,11
1056,194,611
1056,201,1156
1057,52,51
1057,185,337
1057,188,501
1057,194,610
1057,199,820
1057,201,1155
1058,52,52
1058,185,338
1058,188,502
1058,194,609
1058,201,1154
1059,52,53
1059,185,339
1059,188,1833
1059,194,608
1059,201,1153
1060,52,54
1060,180,325
1060,188,503
1060,194,607
1060,201,1152
1061,52,55
1061,180,326
1061,187,12
1061,194,606
1061,201,1151
1062,52,56
1062,180,327
1062,188,504
1062,194,605
1062,201,1150
1063,52,145
1063,180,328
1063,188,505
1063,194,604
1063,199,821
1063,201,1149
1064,52,58
1064,185,340
1064,188,506
1064,194,603
1064,201,1148
1065,52,59
1065,185,341
1065,188,507
1065,194,602
1065,201,1147
1066,52,60
1066,185,342
1066,188,508
1066,194,601
1066,200,1012
1066,201,1146
1067,52,61
1067,186,133
1067,188,509
1067,194,600
1067,200,1013
1067,201,1145
1068,52,62
1068,185,343
1068,187,13
1068,194,599
1068,201,1144
1069,52,63
1069,185,344
1069,187,14
1069,194,598
1069,201,1143
1070,52,64
1070,186,134
1070,188,1832
1070,194,597
1070,199,822
1070,201,1142
1071,52,65
1071,185,345
1071,187,15
1071,194,596
1071,200,1014
1071,201,1141
1072,52,66
1072,185,346
1072,188,510
1072,194,595
1072,200,1015
1072,201,1140
1073,39,14
1073,177,288
1073,185,347
1073,187,75
1073,188,1818
1073,201,1139
1074,39,15
1074,176,719
1074,185,348
1074,187,76
1074,201,1138
1075,39,16
1075,175,573
1075,185,349
1075,187,77
1075,188,1819
1075,189,451
1075,201,1137
1076,39,17
1076,185,350
1076,187,78
1076,188,1820
1076,193,198
1076,201,1136
1077,39,18
1077,185,351
1077,187,79
1077,188,1821
1077,189,452
1077,194,594
1077,201,1135
1078,39,19
1078,185,352
1078,187,80
1078,188,1822
1078,189,453
1078,192,191
1078,201,1134
1079,39,20
1079,177,287
1079,185,353
1079,187,81
1079,188,1823
1079,189,454
1079,201,1133
1080,39,21
1080,175,572
1080,185,354
1080,187,82
1080,188,1824
1080,201,1132
1081,39,22
1081,185,355
1081,187,83
1081,194,593
1081,201,1131
1082,39,67
1082,176,758
1082,185,356
1082,187,84
1082,188,1825
1082,189,455
1082,200,1240
1083,45,71
1083,185,357
1083,188,511
1083,194,592
1083,201,1036
1084,45,72
1084,185,358
1084,189,458
1084,194,591
1084,201,1037
1085,45,73
1085,185,359
1085,188,513
1085,193,197
1085,201,1038
1086,45,74
1086,185,360
1086,188,514
1086,194,590
1086,201,1039
1087,45,75
1087,175,530
1087,185,361
1087,188,515
1087,201,1040
1088,45,76
1088,180,329
1088,188,516
1088,193,185
1088,200,1117
1088,201,1041
1089,45,77
1089,176,757
1089,185,362
1089,188,517
1089,198,543
1089,200,1116
1090,45,78
1090,176,720
1090,180,330
1090,188,518
1090,200,1115
1090,201,1042
1091,45,79
1091,176,756
1091,180,331
1091,188,519
1091,200,1114
1091,201,1043
1092,45,80
1092,177,286
1092,180,332
1092,188,520
1092,200,1113
1093,45,81
1093,176,755
1093,180,333
1093,188,521
1093,200,1112
1093,201,1044
1094,45,82
1094,176,721
1094,180,334
1094,188,522
1094,198,544
1094,199,823
1095,45,83
1095,180,335
1095,188,523
1095,195,172
1095,200,1111
1095,201,1045
1096,45,84
1096,180,336
1096,188,524
1096,196,159
1096,199,824
1096,201,1046
1097,45,85
1097,180,337
1097,188,525
1097,196,181
1097,200,1110
1097,201,1047
1098,45,86
1098,180,338
1098,188,526
1098,195,171
1098,200,1109
1099,45,87
1099,180,339
1099,188,527
1099,194,589
1099,200,1108
1099,201,1048
1100,45,88
1100,175,531
1100,180,340
1100,188,528
1100,200,1107
1100,201,1049
1101,45,89
1101,176,722
1101,180,341
1101,188,529
1101,200,1106
1101,201,1050
1102,45,90
1102,180,342
1102,188,530
1102,196,180
1102,200,1105
1103,45,91
1103,180,343
1103,188,531
1103,193,186
1103,200,1104
1104,45,92
1104,180,344
1104,188,532
1104,193,196
1104,200,1103
1104,201,1051
1105,45,93
1105,175,571
1105,180,345
1105,188,533
1105,200,1102
1105,201,1052
1106,45,94
1106,177,285
1106,180,346
1106,189,457
1106,200,1101
1107,45,95
1107,180,347
1107,188,535
1107,195,149
1107,200,1100
1108,45,96
1108,180,348
1108,188,536
1108,194,588
1108,199,825
1109,45,97
1109,180,349
1109,188,537
1109,196,160
1109,198,545
1110,45,98
1110,175,570
1110,180,350
1110,188,538
1110,200,1099
1111,45,99
1111,180,351
1111,188,539
1111,196,179
1111,200,1098
1112,45,100
1112,180,352
1112,188,540
1112,196,178
1112,200,1097
1113,45,101
1113,180,353
1113,188,541
1113,193,195
1113,200,1096
1114,45,102
1114,180,354
1114,188,542
1114,196,161
1114,200,1095
1115,45,103
1115,180,355
1115,188,543
1115,195,150
1115,200,1094
1116,45,104
1116,180,356
1116,188,544
1116,195,151
1116,200,1093
1117,45,105
1117,176,754
1117,180,357
1117,188,545
1117,198,546
1117,200,1092
1118,45,106
1118,177,265
1118,180,358
1118,188,546
1118,198,547
1118,200,1091
1119,45,107
1119,176,753
1119,179,113
1119,188,547
1119,200,1090
1120,45,108
1120,175,569
1120,180,359
1120,188,548
1120,200,1089
1121,45,109
1121,175,568
1121,180,360
1121,188,549
1121,200,1088
1122,45,110
1122,185,363
1122,188,550
1122,193,187
1122,200,1087
1122,201,1129
1123,45,111
1123,185,364
1123,189,76
1123,196,177
1123,200,1086
1123,201,1053
1124,45,112
1124,176,752
1124,185,365
1124,188,551
1124,200,1085
1124,201,1054
1125,45,113
1125,176,751
1125,185,366
1125,188,552
1125,200,1084
1125,201,1055
1126,45,114
1126,175,567
1126,185,367
1126,188,553
1126,198,548
1126,200,1083
1127,45,115
1127,176,750
1127,185,368
1127,188,554
1127,199,826
1127,200,1082
1128,45,116
1128,185,369
1128,188,555
1128,192,190
1128,199,827
1128,200,1081
1129,45,117
1129,175,566
1129,185,370
1129,189,456
1129,199,828
1129,200,1080
1130,45,118
1130,185,371
1130,188,557
1130,196,162
1130,200,1079
1131,45,119
1131,177,284
1131,180,361
1131,188,558
1131,200,1078
1132,45,120
1132,175,565
1132,180,362
1132,188,559
1132,198,549
1132,200,1077
1133,45,121
1133,180,363
1133,188,560
1133,196,163
1133,200,1076
1133,201,1056
1134,44,64
1134,180,364
1134,188,561
1134,194,587
1134,201,1128
1135,44,65
1135,180,365
1135,188,562
1135,194,586
1135,201,1127
1136,44,66
1136,180,366
1136,188,563
1136,194,585
1136,199,829
1136,201,1126
1137,44,67
1137,176,723
1137,185,372
1137,188,564
1137,199,246
1137,201,1057
1138,44,68
1138,185,373
1138,188,565
1138,193,194
1138,199,830
1138,200,1075
1139,44,69
1139,176,749
1139,185,374
1139,188,566
1139,200,1074
1140,44,70
1140,185,375
1140,188,567
1140,195,152
1140,200,1073
1141,44,71
1141,176,748
1141,185,376
1141,188,568
1141,200,1072
1142,44,72
1142,185,377
1142,188,569
1142,195,170
1142,200,1071
1143,44,73
1143,185,378
1143,188,570
1143,196,176
1143,200,1070
1144,44,74
1144,185,379
1144,188,571
1144,195,153
1144,200,1069
1145,44,75
1145,176,747
1145,180,367
1145,188,572
1145,198,550
1145,200,381
1146,44,76
1146,176,724
1146,185,380
1146,188,573
1146,200,1068
1147,44,77
1147,176,746
1147,180,368
1147,188,574
1147,201,1058
1148,44,78
1148,185,381
1148,188,575
1148,192,189
1148,201,1059
1149,44,79
1149,180,369
1149,188,576
1149,194,206
1149,200,385
1150,44,80
1150,176,725
1150,180,370
1150,188,577
1150,200,1067
1150,201,1060
1151,44,81
1151,175,564
1151,180,371
1151,188,578
1151,200,1066
1151,201,1061
1152,44,82
1152,180,372
1152,188,579
1152,192,184
1152,200,1065
1153,44,83
1153,180,373
1153,188,580
1153,193,193
1153,201,1062
1154,44,84
1154,176,726
1154,180,374
1154,188,581
1154,201,1063
1155,44,85
1155,175,563
1155,180,375
1155,188,582
1155,201,1064
1156,44,86
1156,176,267
1156,180,376
1156,188,583
1156,200,392
1157,44,87
1157,175,562
1157,180,377
1157,188,584
1157,200,1064
1157,201,1065
1158,44,88
1158,180,378
1158,188,585
1158,196,164
1158,198,551
1159,44,89
1159,175,561
1159,180,379
1159,188,586
1159,198,552
1160,44,90
1160,180,380
1160,188,587
1160,193,192
1160,200,1063
1161,44,91
1161,177,283
1161,180,381
1161,188,588
1161,200,1062
1162,44,92
1162,180,382
1162,188,589
1162,195,169
1162,200,1061
1163,44,93
1163,180,383
1163,188,590
1163,195,168
1163,200,1060
1164,44,94
1164,175,560
1164,180,384
1164,188,591
1164,200,1059
1165,44,95
1165,176,745
1165,180,385
1165,188,592
1165,200,1058
1166,44,96
1166,180,386
1166,188,593
1166,195,154
1166,200,1057
1167,44,97
1167,175,559
1167,180,387
1167,188,594
1167,200,1056
1167,201,1066
1168,44,98
1168,180,388
1168,188,595
1168,194,584
1168,199,831
1169,44,99
1169,176,744
1169,180,389
1169,188,596
1169,198,553
1170,44,100
1170,175,558
1170,180,390
1170,188,597
1170,201,1067
1171,44,101
1171,180,391
1171,188,598
1171,194,583
1171,201,1125
1172,44,102
1172,185,382
1172,188,599
1172,194,582
1172,201,1124
1173,44,103
1173,185,383
1173,188,600
1173,195,155
1173,199,832
1173,201,1068
1174,44,104
1174,185,384
1174,188,601
1174,193,191
1174,199,833
1174,201,1069
1175,44,105
1175,176,743
1175,185,385
1175,188,602
1175,199,834
1175,201,1070
1176,44,106
1176,176,742
1176,185,386
1176,188,603
1176,200,1055
1176,201,1071
1177,44,107
1177,175,532
1177,180,392
1177,188,604
1177,200,1054
1178,44,108
1178,175,557
1178,180,393
1178,188,605
1178,200,1053
1179,44,109
1179,180,394
1179,188,606
1179,194,581
1179,201,1123
1180,44,110
1180,180,395
1180,188,607
1180,194,580
1180,201,1122
1181,44,111
1181,180,396
1181,188,608
1181,194,579
1181,199,835
1181,201,1121
1182,44,112
1182,180,397
1182,188,609
1182,194,578
1182,201,1120
1183,44,113
1183,180,398
1183,188,610
1183,194,577
1183,201,1119
1184,44,114
1184,185,387
1184,188,611
1184,195,156
1184,200,1052
1185,44,115
1185,175,556
1185,185,388
1185,188,612
1185,200,1051
1186,44,116
1186,180,399
1186,188,613
1186,192,188
1186,200,1050
1187,44,117
1187,175,555
1187,180,400
1187,188,614
1187,200,1049
1188,44,118
1188,180,401
1188,188,615
1188,196,165
1188,200,1048
1189,44,119
1189,175,554
1189,179,114
1189,188,616
1189,200,1047
1190,32,1
1190,44,2
1190,174,7
1190,178,3
1190,179,4
1190,181,5
1190,188,6
1190,193,8
1190,197,9
1190,200,10
1191,44,121
1191,179,116
1191,188,618
1191,194,576
1191,200,1045
1192,44,122
1192,177,282
1192,179,117
1192,188,619
1192,200,1044
1193,44,123
1193,180,402
1193,188,620
1193,195,167
1193,200,1043
1194,44,124
1194,176,741
1194,180,403
1194,188,621
1194,198,554
1194,200,1042
1195,44,125
1195,180,404
1195,188,622
1195,196,175
1195,200,1041
1196,44,126
1196,176,740
1196,185,389
1196,188,623
1196,200,1040
1196,201,1072
1197,44,127
1197,175,553
1197,180,405
1197,188,624
1197,198,555
1198,44,128
1198,180,406
1198,188,625
1198,194,575
1198,201,1073
1199,44,129
1199,176,739
1199,180,407
1199,188,626
1199,198,556
1200,44,130
1200,180,408
1200,188,627
1200,195,157
1200,200,1039
1201,44,131
1201,177,281
1201,180,409
1201,188,628
1201,198,557
1202,38,1
1202,180,410
1202,194,574
1202,201,1118
1203,38,2
1203,180,411
1203,194,573
1203,201,1117
1204,38,3
1204,180,412
1204,193,189
1204,201,1116
1205,38,4
1205,176,738
1205,180,413
1205,199,836
1205,201,1115
1206,38,5
1206,176,737
1206,180,414
1206,198,558
1206,201,1114
1207,38,6
1207,176,736
1207,180,415
1207,198,559
1207,201,1113
1208,42,61
1208,179,118
1208,187,92
1208,194,572
1208,201,1112
1209,42,62
1209,177,280
1209,179,119
1209,188,1831
1209,201,1111
1210,42,63
1210,179,120
1210,188,1830
1210,192,185
1210,201,1110
1211,42,64
1211,179,121
1211,187,91
1211,194,571
1211,201,1109
1212,42,65
1212,179,122
1212,188,631
1212,196,174
1212,201,1108
1213,42,66
1213,179,123
1213,187,90
1213,194,570
1213,201,1107
1214,42,67
1214,179,124
1214,188,1829
1214,192,186
1214,201,1106
1215,42,68
1215,179,125
1215,187,110
1215,195,158
1215,201,1105
1216,42,69
1216,175,552
1216,179,126
1216,188,1939
1216,201,1104
1217,42,70
1217,177,279
1217,179,127
1217,187,16
1217,201,1103
1218,42,71
1218,179,128
1218,187,111
1218,194,569
1218,201,1102
1219,42,72
1219,177,278
1219,179,129
1219,188,636
1219,201,1101
1220,42,73
1220,175,551
1220,179,130
1220,187,88
1220,201,1100
1221,42,74
1221,179,131
1221,187,87
1221,194,568
1221,201,1099
1222,42,75
1222,175,550
1222,179,132
1222,188,1940
1222,201,1098
1223,42,76
1223,175,549
1223,179,133
1223,188,640
1223,201,1097
1224,42,77
1224,175,533
1224,179,134
1224,187,85
1224,201,1096
1225,42,78
1225,175,548
1225,179,135
1225,187,112
1225,201,1095
1226,42,79
1226,177,277
1226,179,136
1226,187,113
1226,201,1094
1227,42,80
1227,179,137
1227,187,114
1227,196,173
1227,201,1093
1228,42,81
1228,176,727
1228,179,138
1228,187,115
1228,201,1092
1229,42,82
1229,179,139
1229,187,116
1229,195,159
1229,201,1091
1230,42,83
1230,177,266
1230,179,140
1230,188,647
1230,201,1090
1231,42,84
1231,175,547
1231,179,141
1231,187,117
1231,201,1089
1232,42,85
1232,179,142
1232,188,649
1232,196,166
1232,201,1088
1233,42,86
1233,177,276
1233,179,143
1233,187,118
1233,201,1087
1234,42,87
1234,179,144
1234,187,119
1234,194,567
1234,201,1086
1235,42,88
1235,179,145
1235,188,1827
1235,195,166
1235,201,1085
1236,42,89
1236,179,146
1236,187,109
1236,195,165
1236,201,1084
1237,42,90
1237,179,147
1237,188,1826
1237,195,164
1237,201,1083
1238,43,82
1238,180,963
1238,188,651
1238,193,190
1238,200,1038
1238,201,1074
1239,43,83
1239,179,149
1239,188,652
1239,194,566
1239,198,576
1239,201,1075
1240,43,84
1240,175,546
1240,179,150
1240,188,653
1240,200,1016
1240,201,1076
1241,43,85
1241,176,735
1241,179,151
1241,188,654
1241,199,837
1242,43,86
1242,179,152
1242,188,655
1242,194,565
1242,199,854
1243,43,87
1243,179,153
1243,188,656
1243,194,564
1243,198,575
1244,43,88
1244,176,734
1244,179,154
1244,188,657
1244,199,853
1245,43,89
1245,179,155
1245,188,658
1245,196,167
1245,200,1017
1246,43,90
1246,176,733
1246,179,156
1246,188,659
1246,198,574
1247,43,91
1247,177,275
1247,179,157
1247,188,660
1247,200,1037
1248,43,92
1248,179,158
1248,188,661
1248,196,168
1248,198,560
1248,201,1077
1249,43,93
1249,176,732
1249,179,159
1249,188,662
1249,200,1036
1250,43,94
1250,175,545
1250,179,160
1250,188,663
1250,198,573
1251,43,95
1251,177,274
1251,179,161
1251,188,664
1251,200,1035
1252,43,96
1252,179,162
1252,188,665
1252,194,563
1252,198,561
1252,200,1034
1253,43,97
1253,176,731
1253,179,163
1253,188,666
1253,199,852
1254,43,98
1254,179,164
1254,188,667
1254,194,562
1254,199,851
1255,43,99
1255,175,544
1255,179,165
1255,188,668
1255,200,1033
1256,43,100
1256,179,166
1256,188,669
1256,196,169
1256,198,187
1257,43,101
1257,179,167
1257,188,670
1257,196,170
1257,200,1018
1258,43,102
1258,179,168
1258,188,671
1258,195,160
1258,200,1019
1259,43,103
1259,176,730
1259,179,169
1259,188,672
1259,198,562
1260,43,104
1260,175,543
1260,179,170
1260,188,673
1260,198,572
1261,43,105
1261,175,534
1261,179,171
1261,188,674
1261,199,850
1261,201,1078
1262,43,106
1262,176,729
1262,179,172
1262,188,675
1262,200,1020
1263,43,107
1263,175,542
1263,179,173
1263,188,676
1263,198,571
1264,43,108
1264,177,273
1264,179,174
1264,188,677
1264,198,570
1264,199,838
1265,43,109
1265,179,175
1265,188,678
1265,192,187
1265,200,1032
1265,201,1079
1266,43,110
1266,176,728
1266,179,176
1266,188,679
1266,199,849
1267,43,111
1267,175,541
1267,179,177
1267,188,680
1267,200,1031
1267,201,1082
1268,43,112
1268,177,272
1268,179,178
1268,188,681
1268,198,192
1268,199,839
1269,43,113
1269,179,179
1269,188,682
1269,194,561
1269,198,563
1269,200,1030
1270,43,114
1270,177,271
1270,179,180
1270,188,683
1270,199,840
1271,43,115
1271,179,181
1271,188,684
1271,194,559
1271,200,1021
1273,43,117
1273,179,183
1273,188,686
1273,196,172
1273,198,564
1273,200,1029
1274,43,118
1274,177,270
1274,179,184
1274,188,687
1274,200,1028
1275,43,119
1275,177,269
1275,179,185
1275,188,688
1275,199,848
1276,43,120
1276,175,535
1276,179,186
1276,188,689
1276,199,847
1277,43,121
1277,179,187
1277,188,690
1277,194,560
1277,199,846
1278,43,122
1278,175,540
1278,179,188
1278,188,691
1278,200,1027
1279,43,123
1279,179,189
1279,188,692
1279,195,163
1279,200,1026
1280,43,124
1280,177,268
1280,179,190
1280,188,693
1280,198,568
1280,199,841
1281,43,125
1281,177,267
1281,179,191
1281,188,694
1281,198,567
1281,199,842
1282,43,126
1282,179,192
1282,188,695
1282,195,161
1282,199,845
1282,201,1080
1283,43,127
1283,179,193
1283,188,696
1283,195,162
1283,199,844
1284,43,128
1284,175,539
1284,179,194
1284,188,697
1284,198,196
1284,200,1022
1285,43,129
1285,175,538
1285,180,416
1285,188,698
1285,200,1023
1285,201,1081
1286,43,130
1286,176,286
1286,179,195
1286,188,1717
1286,198,566
1286,199,843
1287,43,131
1287,175,537
1287,179,196
1287,188,700
1287,198,565
1287,200,1025
1288,43,132
1288,175,536
1288,180,417
1288,188,701
1288,200,1024
1289,31,9
1289,32,1
1289,37,2
1289,174,3
1289,176,4
1289,178,5
1289,185,6
1289,197,7
1289,198,8
1290,37,49
1290,177,126
1290,185,391
1290,198,199
1291,37,50
1291,177,127
1291,180,418
1291,198,200
1292,37,51
1292,176,288
1292,180,419
1292,198,201
1293,37,52
1293,176,289
1293,180,420
1293,198,202
1294,37,53
1294,176,290
1294,180,421
1294,198,203
1295,37,54
1295,175,219
1295,180,422
1295,198,204
1296,37,55
1296,176,291
1296,180,423
1296,198,205
1297,37,56
1297,180,424
1297,192,69
1297,198,206
1298,37,57
1298,176,292
1298,180,425
1298,198,207
1299,37,58
1299,185,392
1299,193,81
1299,198,208
1300,37,59
1300,176,293
1300,180,426
1300,198,209
1301,37,60
1301,177,128
1301,180,427
1301,198,210
1302,37,61
1302,176,294
1302,180,428
1302,198,211
1303,37,62
1303,177,129
1303,180,429
1303,198,212
1304,37,63
1304,176,295
1304,180,430
1304,198,213
1305,37,64
1305,177,130
1305,180,431
1305,198,214
1306,37,65
1306,176,296
1306,180,432
1306,198,215
1307,32,1
1307,37,2
1307,174,3
1307,176,4
1307,178,5
1307,180,6
1307,197,7
1307,198,8
1307,216,9
1307,217,10
1308,37,67
1308,176,298
1308,180,434
1308,198,217
1309,37,68
1309,176,299
1309,180,435
1309,198,218
1310,37,69
1310,180,436
1310,192,70
1310,198,219
1311,37,70
1311,176,300
1311,180,819
1311,198,220
1312,37,71
1312,180,437
1312,192,71
1312,198,221
1313,37,72
1313,176,301
1313,180,438
1313,198,222
